mysql: [Warning] Using a password on the command line interface can be insecure.
objectId	ramean	decmean	mjdmin	mjdmax	magrmin	latestrmag	classification	ncand	sep
ZTF19acynttc	19.219639266666668	33.67913226666667	58830.23525460018	58833.1402083002	20.1159	20.1159	SN	3	NULL
ZTF19aclepze	95.58837526666666	48.33118646666666	58787.42417819984	58833.202048600186	19.7456	19.7456	SN	3	NULL
ZTF19aczmoig	32.66102333333333	-3.3293693333333336	58820.18930559978	58836.12821759982	20.426	20.426	SN	3	23.24810408536074
ZTF19acysyxy	124.7542202	39.2310434	58833.39723380003	58836.49866899988	19.7826	19.8598	SN	3	10.03452927803173
ZTF19adakpgc	0.26293282500000004	-27.034435424999998	58837.084120399784	58854.106608800124	18.3808	18.7345	SN	4	NULL
ZTF19adalolv	37.9871368	-6.5944303333333325	58833.174594900105	58837.12814809987	20.1168	20.1168	SN	3	1.2836354383666835
ZTF18acrveuj	116.61189676666667	-1.6197730000000001	58835.41957180016	58838.46060189977	15.296	15.296	SN	3	12.80060881787207
ZTF19adbmgiv	353.4559434333333	29.654464066666666	58846.10209489986	58849.12216439983	20.085	20.085	SN	3	8.725039451703093
ZTF19adbmlfd	12.635396966666667	1.6479073	58831.14613430016	58846.108425899874	19.6402	19.6402	SN	3	1.032491899052901
ZTF19adceuoo	139.14069796666664	51.642772233333325	58846.44790509995	58849.485324100126	20.7088	20.7088	SN	3	17.63662959975137
ZTF19adcfdoj	144.413621975	18.3141636	58827.54733800003	58846.50232640002	20.6923	20.6923	SN	4	0.5148571189655088
ZTF19adcfswi	196.02730113333334	18.518019733333336	58846.54753470002	58850.53972220002	20.5185	20.5185	SN	3	41.96973435030115
ZTF19aalalbi	206.853877775	38.79645775	58846.55351850018	58852.56745370012	20.7345	20.7345	SN	4	2.256050061654351
ZTF19adcgdwa	195.488793125	11.308599775	58846.54663190013	58850.54017359996	20.1125	20.4178	SN	4	3.441884956750853
ZTF20aaaaxdw	34.302556366666664	29.3693396	58846.12768519996	58849.126794000156	19.9465	19.9465	SN	3	80.03824417355928
ZTF20aaawsoa	174.81470093333334	46.82485823333334	58836.57412040001	58849.4494097	20.5873	20.5873	SN	3	37.85937658906503
ZTF20aaawygr	161.26830500000003	10.561605066666665	58849.45451389998	58852.481944399886	20.2167	20.2167	SN	3	31.947682482479426
ZTF20aaaxeih	137.4277846	4.039243775	58849.42659719987	58852.479606499895	20.4218	20.4512	SN	4	14.206445343535623
ZTF20aaaxkrh	131.44276216666665	16.272015266666667	58849.465706000105	58852.47688659979	20.1528	20.1528	SN	3	13.581262925863662
ZTF20aaayein	162.4939257	41.29388613333333	58846.42982639978	58849.491469900124	20.1964	20.1964	SN	3	7.843584490678035
ZTF18aavneoq	188.47104533333334	21.5190107	58849.50318290014	58855.54229169991	20.0875	20.4049	SN	3	2.8368634847475813
ZTF19adcfokb	167.546057	55.1249253	58846.46945599979	58849.51379630016	20.6341	20.6341	SN	3	34.90595795716134
ZTF20aabcoji	69.17007973333334	10.613463333333334	58850.18129630014	58861.1696295999	19.6868	19.8213	SN	3	7.885245475090535
ZTF20aabpytw	173.858846325	-0.959123275	58850.48177079996	58853.54436339997	19.813	19.8671	SN	4	1.1251134494104815
ZTF20aabqkla	191.401518775	1.183622875	58850.52064809995	58856.543182900175	18.7768	18.7768	SN	4	31.518935784302048
ZTF20aabqkou	194.004006375	-0.054392775000000004	58850.52109949989	58856.54273150023	19.67	19.67	SN	4	134.94984904695508
ZTF20aabqnoo	153.84830216666666	-8.300705266666666	58850.52576390002	58853.48665509978	19.5717	19.5717	SN	3	NULL
ZTF20aabqwzn	260.09580152499996	67.57173590000001	58850.55378470011	58866.53490740014	19.5814	19.9825	SN	4	49.37477569372185
ZTF20aacbyqo	174.04886190000002	20.3211649	58851.478136599995	58855.52125000022	20.1886	20.5678	SN	4	NULL
ZTF20aacdfep	251.218751925	42.98224545	58851.55061340006	58861.50943290023	18.7611	18.7611	SN	4	9.990453822430107
ZTF20aacfolb	358.49756160000004	6.755802875	58852.15216440009	58863.121307900175	18.9219	18.9219	SN	4	8.477978521280699
ZTF20aacftxh	45.19395385	41.307748974999996	58849.13920139987	58862.13368060021	20.4062	20.4062	SN	4	34.31407040972379
ZTF20aacxjcp	142.8710596	-1.3169809666666668	58837.438807900064	58852.43600689992	20.1172	20.3119	SN	3	5.6955278069292445
ZTF20aaczyon	126.349688825	12.493879125	58846.408472199924	58852.4773380002	20.3986	20.3986	SN	4	35.22063681997599
ZTF20aaczycw	129.633239	1.8247346333333334	58849.46435189992	58852.47824069997	20.4844	20.4844	SN	3	1.2092458096604648
ZTF20aadajqk	158.87652390000002	20.3287675	58827.54503470007	58852.48149310006	20.8595	20.8595	SN	3	0.941699369274532
ZTF20aadasem	131.29417735	43.4904643	58846.49736109981	58852.48697920004	20.4903	20.4903	SN	4	NULL
ZTF20aadcaop	213.0370097	-4.120382833333333	58852.52260420006	58855.57866899995	17.9263	17.9263	SN	3	3.008681838361325
ZTF20aadccda	234.60695299999998	13.505060875	58852.52532410016	58861.5440508998	17.9649	18.5668	SN	4	1.2690453205353822
ZTF18acegaby	114.58240253333334	38.9113198	58759.47108800011	58853.42851850018	20.6435	20.6435	SN	3	NULL
ZTF20aadxrsu	180.60391543333333	6.271683933333333	58853.50239579985	58856.53937500017	19.9912	19.9912	SN	3	12.573868147941072
ZTF20aadxuil	193.33100220000003	-10.507820666666666	58850.502743099816	58853.50333329989	20.1997	20.1997	SN	3	NULL
ZTF20aadxulf	190.39359095	8.031152475	58853.5046759001	58859.480798599776	19.2534	19.2534	SN	4	7.59593877082186
ZTF20aadxxfo	194.21464192500002	23.7052174	58850.51881940011	58853.506562499795	20.5431	20.5431	SN	4	NULL
ZTF20aadynlp	203.18174639999998	1.7503133666666668	58850.50410880009	58853.54192129988	20.2274	20.2274	SN	3	7.773749570099419
ZTF20aadyzsr	231.4264656	32.213205666666674	58853.55539349979	58856.54906249978	20.5168	20.5168	SN	3	6.944801800069697
ZTF20aadzwqa	340.55760642499996	10.41405505	58854.109768500086	58863.11049770005	18.364	18.364	SN	4	NULL
ZTF20aadzwnu	338.350123125	11.512241500000002	58854.109768500086	58863.11049770005	16.2682	16.2682	SN	4	3.2316721514881364
ZTF20aadzwll	338.5454168	13.922554524999999	58854.109768500086	58863.11049770005	18.8027	18.8326	SN	4	3.697451742166709
ZTF20aaemvtg	177.74167883333334	43.2356939	58852.44375000009	58855.511388900224	20.4428	20.4428	SN	3	14.016762958464136
ZTF19acyjcgf	202.54535987499997	40.075608525	58828.55815970013	58855.54743060004	20.4693	20.4693	SN	4	19.569129598573447
ZTF20aaerqbx	237.359639925	40.831988949999996	58856.54951390019	58864.51712960005	19.7044	20.1934	SN	4	1.9534014617847306
ZTF20aaertpj	216.96680619999998	33.5693645	58856.55809029983	58863.453854199965	19.5478	19.5478	SN	3	2.3618193909855516
ZTF20aaesnii	352.922306625	21.355925024999998	58846.099768499844	58862.123969899956	19.727	19.7498	SN	4	3.778041926711863
ZTF20aaezmvb	44.9988476	-14.024027233333333	58861.105254599825	58864.106377299875	19.9746	19.9746	SN	3	NULL
ZTF20aafdfiw	22.28469893333333	31.912455533333333	58862.112395800184	58864.143055600114	20.4385	20.4385	SN	3	48.606214383717194
ZTF20aafdimg	11.223802150000001	41.600090275	58849.15112269996	58864.1089583002	20.2908	20.2908	SN	4	NULL
ZTF19acllmub	33.4036241	55.7087977	58790.277685199864	58862.13597219996	20.0314	20.0314	SN	3	NULL
ZTF20aafduzl	51.83923936666667	-12.946019100000001	58837.21541670011	58862.14373840019	20.2198	20.2198	SN	3	NULL
